place_id,place_name,district,province_or_city,latitude,longitude,category,interest_tags,cost_level,estimated_duration,indoor_outdoor,contact,review_count,popularity_level,hidden_gem_score,source,last_updated
inzira_6629596889,Inemas arts gallery,Nyarugenge,Kigali City,-1.9416546,30.0908946,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6629597487,Golf Eden,Nyarugenge,Kigali City,-1.9414818,30.0916125,Lodging,"accommodation, wifi",Moderate,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6629666287,Country Inn Hotel,Gasabo,Kigali City,-1.9242665,30.0961808,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_6673445785,ViaVia Kigali,Gasabo,Kigali City,-1.9339123,30.1136641,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6761301785,Ihema Viewpoint Campsite,Kayonza,Eastern Province,-1.9502607,30.6845983,Lodging,accommodation,Moderate,Overnight,Indoor,Phone: +250 787 117 983 | Website: https://www.facebook.com/ACOFREGCO/,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_6801209287,Start of the Congo Nile Trail,Rubavu,Western Province,-1.7394705,29.2770636,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6807633939,5 Swiss Hotel,Nyarugenge,Kigali City,-1.9476719,30.0637666,Lodging,"accommodation, wifi",Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6807673097,Lebanon Hotel,Kicukiro,Kigali City,-1.9539086,30.1109688,Lodging,"accommodation, wifi",Expensive,Overnight,Indoor,unknown,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_6807785485,Galileo,Huye,Southern Province,-2.5932488,29.7371308,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6812623585,Mountain Gorilla View lodge,Musanze,Northern Province,-1.4281823,29.5559891,Lodging,"accommodation, wifi",Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6852850786,Great season hotel,Gasabo,Kigali City,-1.9230629,30.0933781,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6894731385,Gad Guest House,Kicukiro,Kigali City,-1.9608558,30.1055865,Lodging,"accommodation, wifi",Moderate,Overnight,Indoor,Phone: +250788355326 | Email: chance76fr@yahoo.fr,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_6918845086,Home,Kicukiro,Kigali City,-1.9794664,30.1348992,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6932523686,Ken Barham Guesthouse,Rusizi,Western Province,-2.4402027,29.0896982,Lodging,"accommodation, wifi",Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_7022331387,Family,Rubavu,Western Province,-1.7331771,29.2730335,Lodging,accommodation,Moderate,Overnight,Indoor,Phone: +250 (0) 788 480 524,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_7035196333,Peponi Livingspaces,Gasabo,Kigali City,-1.9112091,30.0836105,Lodging,accommodation,Expensive,Overnight,Indoor,Phone: +250786442077 | Website: http://peponi.co,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_7075545687,Kwa Fabiola Inyambirambo,Nyarugenge,Kigali City,-1.9766495,30.0424223,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7139512088,Vision Motel,Nyarugenge,Kigali City,-1.9407315,30.0621304,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7140662085,Rouge by Desir,Gasabo,Kigali City,-1.9225666,30.0997867,Lodging,"accommodation, wifi",Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7160197688,Midland Hotel,Kayonza,Eastern Province,-1.9031214,30.5069736,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_7178846885,Nyanza Cameroonian Residence JD,Nyanza,Southern Province,-2.3576233,29.7478375,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_7678284754,Urban by CityBlue Kigali,Nyarugenge,Kigali City,-1.9489466,30.0690638,Lodging,accommodation,Expensive,Overnight,Indoor,Website: https://www.citybluehotels.com/urban-by-cityblue-kigali/,unknown,High,3,OpenStreetMap,2026-06-09
inzira_7678312087,2000 Hotel Downtown Kigali,Nyarugenge,Kigali City,-1.9437853,30.0581957,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7815088999,Bugesera Lodge,Kicukiro,Kigali City,-2.0778256,30.1050125,Lodging,accommodation,Moderate,Overnight,Indoor,Phone: +250 782776930 | Website: https://www.bugeseralodge.com,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_7815109085,Ruh,Musanze,Northern Province,-1.5301179,29.7108186,Lodging,accommodation,Moderate,Overnight,Indoor,Website: https://www.ruhondocottages.com/,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_8071989212,Amara n' Ubuki Boutique Hotel,Kicukiro,Kigali City,-1.9510943,30.0992724,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8094013814,Galaxy Hotel,Nyarugenge,Kigali City,-1.9463095,30.0626541,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8119228610,Kivu Marina Bay,Rusizi,Western Province,-2.4717242,28.9006278,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8399711004,Rhino Lodge,Kayonza,Eastern Province,-1.9554192,30.6856223,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8441495975,Vintage Cottages,Rwamagana,Eastern Province,-1.8864741,30.3875523,Lodging,accommodation,Moderate,Overnight,Indoor,Website: https://vintagecottagerwanda.com/,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_8450737034,Church Guesthouse,Rusizi,Western Province,-2.4093823,29.0058091,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8480530517,Palottine Sisters,Nyaruguru,Southern Province,-2.6520972,29.5555388,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8480530518,Palotti House,Nyaruguru,Southern Province,-2.651872,29.5540302,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8480530519,Regina Pacis Center,Nyaruguru,Southern Province,-2.6503883,29.5523894,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8593067218,BGE,Gakenke,Northern Province,-1.6083611,29.8136927,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8661899718,Huye Mountain Coffee,Huye,Southern Province,-2.5467943,29.6922614,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8672756982,Highlands Apartments,Gasabo,Kigali City,-1.9241183,30.0921744,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8687313217,Nyungwe Cultural Village Cooperative,Rusizi,Western Province,-2.4294246,29.08391,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8687322917,Gisakura Tea Estate,Rusizi,Western Province,-2.4554487,29.0865218,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8696688717,DAMAS' House,Nyarugenge,Kigali City,-1.996611,30.0414775,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8708929717,IKIBANZA 2,Kicukiro,Kigali City,-1.9908056,30.1498525,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8709510017,IKIBANZA 2 KABUYE Karuruma,Gasabo,Kigali City,-1.8800885,30.0535193,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8709510217,IKIBANZA 2,Gasabo,Kigali City,-1.8839315,30.0571745,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8709510417,IKIBANZA 2,Gasabo,Kigali City,-1.8838237,30.0561866,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8715008080,Rose Garden Appartments,Gasabo,Kigali City,-1.9317712,30.0986071,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8715010228,Garr Hotel,Gasabo,Kigali City,-1.9360584,30.1001244,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_8715016447,Larubibi Private Apartments,Gasabo,Kigali City,-1.9370508,30.1004053,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8715023327,Quiet Haven Hotel,Gasabo,Kigali City,-1.9345114,30.0990412,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_8722547332,Orient Park Hotel,Gasabo,Kigali City,-1.9282956,30.0983466,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8736821289,Centre d'accueil Hosanna,Nyarugenge,Kigali City,-1.9467051,30.0897475,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8741271390,Holly Guest Inn,Kicukiro,Kigali City,-1.9679019,30.0963234,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8747104512,Luxor Apartments,Gasabo,Kigali City,-1.9189687,30.0945266,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8754616617,Peakspot,Musanze,Northern Province,-1.418973,29.5764905,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8779057736,IKIBANZA 4 GISOZI,Nyarugenge,Kigali City,-1.9129138,30.0599904,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8779063821,IKIBANZA 3 REBERO,Kicukiro,Kigali City,-2.018619,30.0747136,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9017440817,RwandAir sale agency,Nyarugenge,Kigali City,-1.9469349,30.060991,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9073405217,The Retreat,Nyarugenge,Kigali City,-1.9473171,30.0650944,Lodging,"accommodation, wifi",Expensive,Overnight,Indoor,Phone: +250782000001 | Website: https://heavenrwanda.com/,unknown,High,3,OpenStreetMap,2026-06-09
inzira_9250744647,Mantis EPIC Hotel,Nyagatare,Eastern Province,-1.3159491,30.321529,Lodging,accommodation,Expensive,Overnight,Indoor,Website: https://www.mantiscollection.com/hotel/family-adventure-holiday-rwanda/,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_9363997167,Eagle View Lodge,Kicukiro,Kigali City,-1.9925348,30.0742104,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9415850258,The Little Hill Boutique Hotel,Gasabo,Kigali City,-1.9183015,30.0959869,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9442568381,Itete Apartment,Gasabo,Kigali City,-1.9344207,30.1000523,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9468376417,Muhabura mountain lodge,Rubavu,Western Province,-1.6962015,29.2622766,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_9514019017,Tamara,Rusizi,Western Province,-2.6158426,29.0180758,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_9580350890,Mountain View Apartments,Nyarugenge,Kigali City,-1.9260573,30.0541873,Lodging,accommodation,Expensive,Overnight,Indoor,Phone: +250788912646,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_9709032851,Urban Suit Hotel,Kicukiro,Kigali City,-1.9605215,30.1084046,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9709035933,URBAN PARK,Kicukiro,Kigali City,-1.9605321,30.1077041,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9778589679,Bitenga Base Camp,Rutsiro,Western Province,-1.8340942,29.4114962,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_9778589680,Karumbi Base Camp,Ngororero,Western Province,-1.8588696,29.4556287,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_9778589804,Forest of Hope,Rubavu,Western Province,-1.8320594,29.3543028,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_9782364644,Ku Kibuye Eco Lodge,Karongi,Western Province,-2.0553001,29.3503926,Lodging,accommodation,Expensive,Overnight,Indoor,Website: www.kukibuyeEco-lodge.com | Email: kukibuyelodge@gmail.com,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_9896423830,Visitor Centre,Nyanza,Southern Province,-2.3549621,29.750263,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_9969997223,Classic hotel,Kicukiro,Kigali City,-1.9688067,30.1005035,Lodging,"accommodation, wifi",Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9969997224,Great hotel Kiyovu,Nyarugenge,Kigali City,-1.9587918,30.069605,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9969997225,Hotel Gorillas,Nyarugenge,Kigali City,-1.9506185,30.0698062,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9982102622,Umusambi Village,Kicukiro,Kigali City,-1.9844707,30.2098383,Attraction,explore,unknown,unknown,Mixed,Website: https://umusambivillage.org/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_9991227018,Santos Home,Bugesera,Eastern Province,-2.0950382,30.0795189,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10000515817,Mount Kigali,Nyarugenge,Kigali City,-1.9675494,30.0380899,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10154030417,B. Maurice Guest House,Nyarugenge,Kigali City,-1.9504566,30.0721678,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10157534118,B. Maurice Guest House,Nyarugenge,Kigali City,-1.9505543,30.0721936,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10162715517,Spa Shallum,Karongi,Western Province,-2.0630646,29.3382607,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10176187817,Fravan Eco-Resort,Musanze,Northern Province,-1.4970465,29.6121328,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10202347386,Kigali Golf Course,Nyarugenge,Kigali City,-1.9336204,30.0911909,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10224346417,Htel Rusizi Progress,Rusizi,Western Province,-2.4755965,28.9083874,Lodging,"accommodation, wifi",Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10238038499,Belvedere Hotel,Rubavu,Western Province,-1.7031852,29.2645325,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10540112609,Ibigabiro Resort,Nyamasheke,Western Province,-2.3418924,29.0898558,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10710007346,Hotel Hilltop & Country  Club,Kicukiro,Kigali City,-1.9621578,30.1221878,Lodging,accommodation,Expensive,Overnight,Indoor,Phone: +250788541409 | Website: www.kigalihotelhilltop.com,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_10738828224,Yambi Guesthouse,Nyarugenge,Kigali City,-1.9846793,30.0732468,Lodging,"accommodation, wifi",Moderate,Overnight,Indoor,Phone: +250 788 301 801 | Website: https://yambihotel.com/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_10743068167,Nature Kigali,Kicukiro,Kigali City,-1.9438449,30.1028163,Lodging,accommodation,Expensive,Overnight,Indoor,Website: https://naturekigali.com,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_10782422822,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,Musanze,Northern Province,-1.4308101,29.5636449,Cultural & Historic,"wifi, accessible, history, culture",Moderate,2-3 hours,Mixed,Website: https://gorillafund.org,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_10782422823,Ross Carr Museum And Gardens,Nyabihu,Western Province,-1.5943452,29.3864105,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_10782451110,Volcano View,Musanze,Northern Province,-1.5012414,29.6235087,Lodging,"accommodation, wifi",Moderate,Overnight,Indoor,Phone: +2500788821820 | Website: https://volcanoviewrw.com,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_10787081542,Radisson Blu Hotel,Kicukiro,Kigali City,-1.9542643,30.0931089,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10796835724,Mihindi,Gatsibo,Eastern Province,-1.5366329,30.7065688,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10796835727,Karenge Bush Camp,Gatsibo,Eastern Province,-1.4371418,30.5714608,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10822299057,Hilltop Hotel,Kicukiro,Kigali City,-1.9617429,30.1213611,Lodging,accommodation,Expensive,Overnight,Indoor,Website: https://hilltophotelkigali.rw/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_10840512943,Centre d'Accueil Saint Franois Xavier,Rubavu,Western Province,-1.6983979,29.2584671,Lodging,"accommodation, wifi",Moderate,Overnight,Indoor,Website: https://centre-d-accueil-saint-francois-xavier-gisenyi.booked.net/,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_10856650338,Sonatubes Roundabout,Kicukiro,Kigali City,-1.9673369,30.1025213,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10865400374,Airport Inn Motel,Kicukiro,Kigali City,-1.9616447,30.1346777,Lodging,"accommodation, wifi",Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10867973137,Keva Guest House,Kicukiro,Kigali City,-1.9605881,30.1359347,Lodging,"accommodation, wifi",Moderate,Overnight,Indoor,Phone: +250 788 771 071,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_10880532787,Mukamira Guest House,Nyabihu,Western Province,-1.5912976,29.5214034,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10887424374,Venus Villa,Musanze,Northern Province,-1.504457,29.6445605,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10887424375,Amahoro Guesthouse,Musanze,Northern Province,-1.5065385,29.6437788,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10889796893,Airport Kanombe entrance,Kicukiro,Kigali City,-1.9635858,30.1314874,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10892016120,ALMA GUEST HOUSE,Kicukiro,Kigali City,-1.9612576,30.1224574,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10896608805,SportView,Kicukiro,Kigali City,-1.9900041,30.1012967,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10905583952,Kigali Airport Apartment,Kicukiro,Kigali City,-1.9621375,30.137185,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10915573305,Splendid hotel,Muhanga,Southern Province,-2.0785137,29.7558219,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10921167579,TORIST MOTER,Kicukiro,Kigali City,-1.961853,30.1296633,Lodging,accommodation,Expensive,Overnight,Indoor,Phone: +250 785 021 507,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_10923619307,La plante guest house,Nyamasheke,Western Province,-2.3292242,29.1391751,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10923626405,Ituze lodge,Karongi,Western Province,-2.0690394,29.3478062,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10924082305,Eco-lodges,Rusizi,Western Province,-2.4293478,29.0834219,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10939017083,Nyungwe Hotel,Kicukiro,Kigali City,-1.996068,30.1420859,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10939017084,Ma Boutique Hotel,Kicukiro,Kigali City,-1.9957247,30.1436396,Lodging,accommodation,Expensive,Overnight,Indoor,Website: https://www.maboutiquehotel.rw/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_10939481563,Busanza,Kicukiro,Kigali City,-1.9790872,30.1527182,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10989160243,Resident Hotel,Nyarugenge,Kigali City,-1.9401028,30.0477905,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_11002673505,Hotel Gloria,Nyarugenge,Kigali City,-1.9479262,30.0578388,Lodging,accommodation,Expensive,Overnight,Indoor,Phone: 0788 930 233 | Website: https://www.gloriahotelrwanda.com/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_11027913505,Centre Pastoral Notre De Fatima,Musanze,Northern Province,-1.5018235,29.6376268,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_11028024905,Classic Lodge,Musanze,Northern Province,-1.5581782,29.6323232,Lodging,accommodation,Expensive,Overnight,Indoor,Phone: +250788352476 | Website: https://www.classicresortlodge.com/,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_11037881139,Wilderness Bisate,Musanze,Northern Province,-1.4440986,29.5257863,Lodging,accommodation,Expensive,Overnight,Indoor,Website: https://www.wildernessdestinations.com,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_11091180231,Picnic Spot,Gatsibo,Eastern Province,-1.5025032,30.6517535,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_11174491592,Chez Maridadi,Gasabo,Kigali City,-1.9710783,30.2481283,Lodging,accommodation,Moderate,Overnight,Indoor,Phone: +250788583476 | Email: maridadieugene@gmail.com,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_11197448450,M Hotel,Nyarugenge,Kigali City,-1.9498533,30.0728897,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_11216085437,Art objects,Musanze,Northern Province,-1.4313897,29.5975728,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_11216158837,African Art Gallery,Rubavu,Western Province,-1.70306,29.261591,Arts & Entertainment,art,unknown,2-3 hours,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_11217814038,Kivu art gallery,Rubavu,Western Province,-1.7022362,29.2598131,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_11217822037,Tourist office,Rubavu,Western Province,-1.7022283,29.2599551,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_11227506237,Fleur Guest House,Nyarugenge,Kigali City,-1.9443224,30.0680094,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_11229084637,Tommys Budget Rooms,Nyarugenge,Kigali City,-1.9977322,30.052213,Lodging,"accommodation, wifi",Expensive,Overnight,Indoor,Phone: +250785375188,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_11231060937,Nyungwe Ecovillage,Nyaruguru,Southern Province,-2.5264773,29.4146223,Lodging,accommodation,Expensive,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_11231061037,Kitabu Eco Centre,Nyaruguru,Southern Province,-2.525537,29.4132214,Lodging,accommodation,Moderate,Overnight,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_11233546337,PAROISSE SAINT JEAN PAUL II,Kicukiro,Kigali City,-1.9772583,30.1682991,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_11245504437,Seventh Day Adventist Church,Huye,Southern Province,-2.6133481,29.7387323,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_11245540738,Eglise Ste. Therese,Huye,Southern Province,-2.5922659,29.74435,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_11251390037,Gloria Hotel,Rusizi,Western Province,-2.4852326,28.9147618,Lodging,accommodation,Expensive,Overnight,Indoor,Phone: +250786103538,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_11327897338,Quality Inn Nyanza,Nyanza,Southern Province,-2.349929,29.7581035,Lodging,accommodation,Expensive,Overnight,Indoor,Phone: +250 (790) 927763,unknown,Medium,9,OpenStreetMap,2026-06-09
